"geographicAreaM49","timePointYears","aquaEnergyDemand","aquaProteinDemand"
231,"1999",212226,6.073
231,"2000",215895,6.1715
231,"2001",216600,6.2092
231,"2002",216090,6.1278
231,"2003",219570,6.2212
231,"2004",380892,11.2916
231,"2005",382860,11.376
231,"2006",370278,10.9638
231,"2007",371790,11.0364
231,"2008",382718.221770579,11.3146436459065
231,"2009",383688.567118497,11.3361391952325
231,"2010",387090,11.475
231,"2011",385173.411303638,11.370793846888
231,"2012",590551.088353684,17.8434874503849
231,"2013",707430.558935208,21.501451194708
233,"1990",15142606.8916623,402.08266818791
233,"1991",24421072.4232036,649.990147739031
233,"1992",12316073.8263211,325.729477105094
233,"1993",7059920.6209694,189.956593646733
233,"1994",7411364.7122221,194.617076231318
233,"1995",6660220,179.204
233,"1996",5014044,132.6328
233,"1997",5234780,139.812
233,"1998",5394060,144.508
233,"1999",4025960,106.872
233,"2000",4129268,108.3176
233,"2001",8913620.4,237.65288
233,"2002",4770669.6,125.76912
233,"2003",6835717.2,180.73184
233,"2004",4573176.8,119.66096
233,"2005",9896990,263.574
233,"2006",11968164.8,315.82656
233,"2007",13407693.6,358.87992
233,"2008",14197644.3318312,376.696540757116
233,"2009",11708450.335706,311.991170661335
233,"2010",10596883.4,282.80348
233,"2011",7155746.43113396,190.081108901338
233,"2012",9980681.37873429,265.014999577543
233,"2013",11152854.6772244,293.135957124653
242,"1990",396771.364556783,12.2551163618309
242,"1991",471299.631533636,14.6649788208876
242,"1992",1428733.77773476,44.6548131468397
242,"1993",2289923.67993953,71.5513059618216
242,"1994",2331146.55009222,72.8333277235104
242,"1995",2563930,79.88
242,"1996",3495324,109.114
242,"1997",5912720,183.88
242,"1998",4896175.1,152.86435
242,"1999",5746129.8,179.0241
242,"2000",6210589.5,192.83315
242,"2001",5243933.2,162.40576
242,"2002",6145066.2,193.7355
242,"2003",2226287.7,70.1197
242,"2004",1666475.6,52.0354
242,"2005",1695088.8,52.92
242,"2006",6817698.4,213.8848
242,"2007",2859137.7,89.5214
242,"2008",3629172.1445795,113.882080419001
242,"2009",3665153.1708163,115.079495156357
242,"2010",3277797,103.2725
242,"2011",2897757.44670135,91.219289213871
242,"2012",3118465.05083095,98.1754605610901
242,"2013",3153216.87901815,99.2719579045179
250,"1990",746782213.818128,19651.62716639
250,"1991",769768115.343444,20229.7405298223
250,"1992",848319262.545826,22247.8902875872
250,"1993",943344094.527686,24722.7145078507
250,"1994",1025879804.42378,26656.2405251921
250,"1995",1071396300,27837.902
250,"1996",1079050906,28186.8682
250,"1997",1131714070,29340.832
250,"1998",1042103970,26812.1714
250,"1999",952345402,24367.73
250,"2000",975306264,25092.9164
250,"2001",1065294346,27536.1416
250,"2002",1083774113,27803.6506
250,"2003",976086650.5,24901.2827
250,"2004",891354352,22698.3074
250,"2005",873342753.2,22035.6802
250,"2006",840770264.8,21231.9988
250,"2007",840233020.26087,21244.6502330435
250,"2008",897432643.164461,22690.8955834147
250,"2009",818410514.586615,20862.5762515511
250,"2010",798384239.880022,20327.1270231799
250,"2011",785715339.757245,19830.1876068611
250,"2012",784721612.419009,19799.4407200319
250,"2013",785457087.337206,19816.9667938978
254,"1990",888251.866699763,27.7578708343676
254,"1991",902871.087231187,28.2147214759746
254,"1992",0,0
254,"1993",0,0
254,"1994",0,0
254,"1995",0,0
254,"1996",0,0
254,"1997",82880,2.59
254,"1998",218880,6.84
254,"1999",314208,9.7056
254,"2000",323520,9.984
254,"2001",400411.2,11.64864
254,"2002",260544,7.5624
254,"2003",369841.2,8.38344
254,"2004",377713.6,8.53952
254,"2005",373596,8.4792
254,"2006",380948.8,8.62256
254,"2007",358696,8.1756
254,"2008",386663.622382237,8.77000852932231
254,"2009",393066.991301588,8.91364023166332
254,"2010",383600,8.72
254,"2011",403645.445931431,9.15480115422655
254,"2012",407865.547867593,9.25328786225302
254,"2013",411403.168779542,9.33768902738775
268,"1990",2191188.47864415,46.6074394735133
268,"1991",11458691.4619058,236.350365434671
268,"1992",5522942.17375742,115.745392123029
268,"1993",3473152.25487031,72.5841673826272
268,"1994",1630087.63636149,34.2199189580349
268,"1995",1035450,22.03
268,"1996",800256,17.0672
268,"1997",597952,12.8544
268,"1998",979804,20.9048
268,"1999",905540,19.356
268,"2000",973828,20.8376
268,"2001",939065.6,20.36032
268,"2002",661256.4,13.97208
268,"2003",756355.6,16.45432
268,"2004",1017920.4,22.90488
268,"2005",996834,22.4748
268,"2006",1077258,24.0876
268,"2007",3396432,89.5704
268,"2008",5703061.76416688,125.470179888742
268,"2009",5809651.20590572,127.725142165749
268,"2010",5735925,126.50875
268,"2011",7923653.08549015,177.702197976291
268,"2012",8000026.38353264,179.485587124334
268,"2013",8070261.73147161,181.154581961888
276,"1990",521104238.891415,13705.0770464581
276,"1991",487306003.966052,12758.4687993036
276,"1992",553998002.599116,14535.6129763921
276,"1993",557761049.60227,14586.1446072261
276,"1994",559035162.905894,14562.5059057619
276,"1995",561450000,14609.2
276,"1996",572102400,14839.296
276,"1997",589264800,15186.912
276,"1998",595500560,15320.0608
276,"1999",598148240,15378.8952
276,"2000",603601800,15497.136
276,"2001",602383600,15477.192
276,"2002",612513602.4,15588.19728
276,"2003",661401289.2,16483.09824
276,"2004",649339112.4,16079.88508
276,"2005",531871626,13312.2898
276,"2006",503552914.2,12673.05324
276,"2007",560640297.6,14346.59288
276,"2008",583871140.64737,14698.6984966057
276,"2009",559268026.143912,14039.6909848937
276,"2010",559291530,14022.3235
276,"2011",288792349.938992,7128.86466195725
276,"2012",329615046.986149,7993.00315917137
276,"2013",347586975.917388,8379.37643016967
300,"1990",102091715.53246,2519.64453718438
300,"1991",116802974.017258,2815.7110539352
300,"1992",210738671.706915,4976.41563376559
300,"1993",280341601.876122,6457.49279994205
300,"1994",309245934.952786,7127.57917481889
300,"1995",411128140,9281.778
300,"1996",558866726,12622.1232
300,"1997",763204240,17216.598
300,"1998",962866156,21585.0912
300,"1999",1377643232,30729.1044
300,"2000",1611846840,35948.834
300,"2001",1674366798.4,37374.70808
300,"2002",1626530150,36271.1576
300,"2003",1913386394.4,42559.25888
300,"2004",1712375864,38141.7484
300,"2005",2015646035.8,44900.1864
300,"2006",2171265991.8,48443.42242
300,"2007",2355340480,52462.0116
300,"2008",2445532771.46694,54539.6567799115
300,"2009",2613595449.54098,58135.9994039158
300,"2010",2592891606,57696.30668
300,"2011",3179672985.67314,70556.1905876996
300,"2012",3179324979.9166,70547.6008536946
300,"2013",3365345385.36738,74658.6887866407
316,"1990",3597009.13960651,94.5144259255018
316,"1991",2909911.68806396,80.5720046640789
316,"1992",3167292.28686475,90.3660827637841
316,"1993",3654665.30066887,104.508049082546
316,"1994",3712472.17566778,106.138391077974
316,"1995",3677900,105.758
316,"1996",3842000,109.86
316,"1997",3879528,111.204
316,"1998",3786605,108.6646
316,"1999",4042498,115.3904
316,"2000",4086325,117.2065
316,"2001",4124070,118.5596
316,"2002",3673527.3,105.1089
316,"2003",2468855,73.5175
316,"2004",2471976,73.87
316,"2005",2504334,74.978
316,"2006",2468745.6,74.1065
316,"2007",2504252.4,75.176
316,"2008",2527736.91359716,75.8675371441033
316,"2009",2172963.88156823,65.4238740958992
316,"2010",2037211.5,61.438
316,"2011",1700206.03639043,53.2301051727245
316,"2012",1699568.60650538,53.2159060127061
316,"2013",1673221.89041049,52.4311682706829
320,"1990",18932568.6692062,570.798361153701
320,"1991",16967645.5279252,511.789073697417
320,"1992",23702609.0592265,721.742556536888
320,"1993",74460526.1817426,2240.49550462047
320,"1994",101170150.283148,3043.19171267206
320,"1995",82531530,2488.529
320,"1996",64909932,1968.316
320,"1997",87854408,2666.3348
320,"1998",62322740.9,1903.4614
320,"1999",90901217.2,2799.7793
320,"2000",79321825.5,2429.91835
320,"2001",110359572.4,3362.8675
320,"2002",184806619.5,5588.96895
320,"2003",141297094.5,4287.09015
320,"2004",116704563.2,3519.3976
320,"2005",219343176,6618.168
320,"2006",394513911.9,11881.48275
320,"2007",401309310,12086.66
320,"2008",461065051.104963,13879.3879926509
320,"2009",402879250.210978,12137.3326139339
320,"2010",570338452.55,17097.466335
320,"2011",494867627.361401,14954.0215179606
320,"2012",396228690.100938,11999.7381878138
320,"2013",369969124.731802,11226.6751914794
332,"1990",0,0
332,"1991",0,0
332,"1992",0,0
332,"1993",0,0
332,"1994",0,0
332,"1995",0,0
332,"1996",0,0
332,"1997",0,0
332,"1998",0,0
332,"1999",0,0
332,"2000",181263,5.4611
332,"2001",182810.4,5.51608
332,"2002",178743.6,5.36172
332,"2003",181334.4,5.43688
332,"2004",499609.2,15.46604
332,"2005",504792,15.6384
332,"2006",484374.6,14.98842
332,"2007",2500672.8,78.57536
332,"2008",2542341.55074711,79.8627035586877
332,"2009",3491042.60666574,106.267175244238
332,"2010",5690835,175.0575
332,"2011",9662217.3294717,284.633810270513
332,"2012",11514335.9780421,339.77585192701
332,"2013",11516928.0696372,339.964439681603
340,"1990",92575680.8458549,2775.03850350472
340,"1991",113691895.441301,3406.92963674463
340,"1992",155316615.209994,4654.21221456399
340,"1993",228059109.500474,6832.68895795845
340,"1994",246682337.563338,7387.77007309412
340,"1995",197584504.8,5919.776
340,"1996",279628581.6,8382.936
340,"1997",256798500,7699.458
340,"1998",213587352,6424.02
340,"1999",227584432.8,6859.692
340,"2000",259638645.6,7827.984
340,"2001",346009507.2,10431.108
340,"2002",426387146.4,12891.996
340,"2003",583291130.4,17664.696
340,"2004",660627187.2,20036.808
340,"2005",1087504221.6,33372.036
340,"2006",1256162371.2,38422.368
340,"2007",1237978216.94034,37876.5494271337
340,"2008",1103489637.79183,33624.907326906
340,"2009",660169477.736415,20172.6453084635
340,"2010",601166050.241041,18469.595601742
340,"2011",1196433731.23804,36393.2888887755
340,"2012",1250682767.59527,38031.7302650024
340,"2013",1742853180.09043,52781.5880886048
344,"1990",88831314.0290827,2089.340277296
344,"1991",105920474.804886,2460.49661410955
344,"1992",98588825.1171438,2272.16682368075
344,"1993",95317127.0446408,2048.00309039152
344,"1994",104643268.284576,2224.81841354332
344,"1995",117357200,2590.45
344,"1996",111981268,2522.0908
344,"1997",120565584,2799.3888
344,"1998",89247722.6,2093.9677
344,"1999",98590617,2310.5429
344,"2000",80043247.5,1838.98175
344,"2001",94387273.2,2164.82716
344,"2002",58758873,1341.30138
344,"2003",67616022.8,1578.66228
344,"2004",71504984.8,1637.29816
344,"2005",70954022,1631.4942
344,"2006",73061342.9,1650.95001
344,"2007",70980439.8,1620.67262
344,"2008",72829056.5005607,1642.07369226766
344,"2009",74081093.9918996,1660.84663017162
344,"2010",75574349.5,1698.30499
344,"2011",63756443.9209736,1470.61172409821
344,"2012",76879129.2983758,1715.05635143962
344,"2013",68370797.8847724,1546.87315747555
348,"1990",63815573.3549152,1318.43715416613
348,"1991",64652410.8438575,1310.52008058642
348,"1992",76434631.1313587,1554.88562078088
348,"1993",60486754.7700085,1227.00591466802
348,"1994",71940183.0935811,1458.91942460152
348,"1995",61640050,1249.7
348,"1996",61664556,1256.4222
348,"1997",86605860,1765.709
348,"1998",107652694,2199.0939
348,"1999",125465837,2570.00595
348,"2000",138893348,2846.2374
348,"2001",159238124,3160.7993
348,"2002",153305125.4,3051.04363
348,"2003",160168746.2,3184.55539
348,"2004",177594094.4,3520.03568
348,"2005",185814668,3676.6792
348,"2006",199558071,3950.57445
348,"2007",211908237.2,4184.26784
348,"2008",225725038.54167,4474.89529721344
348,"2009",214569787.290762,4258.11032683682
348,"2010",202329210,3995.4855
348,"2011",230564631.640042,4570.04385826491
348,"2012",223158916.66225,4424.64726510154
348,"2013",221953890.888292,4386.88420178328
356,"1990",4372790502.08784,99669.7707553428
356,"1991",5908977435.26357,133705.77615223
356,"1992",8156961289.72768,182306.957060252
356,"1993",10326354506.7927,231310.68522986
356,"1994",11815508868.4983,268053.115866376
356,"1995",12339152973.6,275948.73792
356,"1996",15700074564,346370.4716
356,"1997",18255627767.2,400229.06016
356,"1998",20479697320.8,450335.06552
356,"1999",22747232176.8,497830.32416
356,"2000",23025759534,507719.1168
356,"2001",25463297167.2,557771.91042
356,"2002",26752152003.2,589947.05322
356,"2003",28502737966.6,626436.40467
356,"2004",35733337586.4,797180.01976
356,"2005",37741037384.8,847400.72796
356,"2006",40997677381.6,916697.34928
356,"2007",37141259272.6272,891235.035076304
356,"2008",50431265459.0474,1183280.51423495
356,"2009",50168327844.4299,1182174.34298255
356,"2010",47131927006.9314,1150419.97813624
356,"2011",51226503843.9202,1232198.19674113
356,"2012",58126227631.7299,1402388.06988043
356,"2013",62581412695.8604,1496793.21403037
360,"1990",5295562788.50511,157018.502583969
360,"1991",6265516737.88326,185254.254975535
360,"1992",6713562743.82616,196786.456716728
360,"1993",7190903892.37346,207715.23559406
360,"1994",7328211993.37036,209165.563417109
360,"1995",7822247232.6,223309.3727
360,"1996",8756615992.6,245165.6041
360,"1997",9122250498,254455.1592
360,"1998",7666359574,213090.6656
360,"1999",9962089938.2,273098.6751
360,"2000",10412157187.4,284184.7571
360,"2001",11373541267.6,308699.00016
360,"2002",12606612683.2,339112.34956
360,"2003",14338754880.8,383059.64056
360,"2004",15589627321.4,422025.7215
360,"2005",18156556782.8,493322.3902
360,"2006",20355463921,553237.21106
360,"2007",21525959155.8167,584183.955314474
360,"2008",27322766930.4168,732800.023652479
360,"2009",26951642861.1531,715618.067904248
360,"2010",34835236391.586,911284.678596483
360,"2011",41741778489.1418,1072754.96447287
360,"2012",47488911873.1426,1192019.36911382
360,"2013",61854212690.7206,1583625.51731727
364,"1990",107788112.15683,2359.27472475719
364,"1991",97720686.5289181,2098.63496958537
364,"1992",128474299.316733,2765.70033846023
364,"1993",148055456.321211,3170.81732634456
364,"1994",200276723.79465,4309.51794543104
364,"1995",206761800,4503
364,"1996",265987350,5785.49
364,"1997",323546496,7129.712
364,"1998",429933068,9746.068
364,"1999",458332000,10855.2
364,"2000",609731400,14747
364,"2001",937898243.6,22844.6428
364,"2002",1166245712.8,27568.47136
364,"2003",1446392143.8,34640.58196
364,"2004",1687911975.6,40777.1844
364,"2005",1723897583.8,40879.4682
364,"2006",2082263432.4,50259.73848
364,"2007",2462791999.2,58941.13456
364,"2008",2546439749.4132,61437.9610153486
364,"2009",2969674626.2638,71696.2459503195
364,"2010",3621093686,87952.31
364,"2011",4149357939.31398,100779.043444452
364,"2012",5008508407.08779,122068.982360458
364,"2013",5518842183.70556,134800.92873974
368,"1990",5196818.34192897,106.601401885722
368,"1991",7431032.22762815,152.431430310321
368,"1992",24653874.8596346,505.720509941222
368,"1993",24323480.1896914,498.943183378285
368,"1994",28367720.9686315,581.901968587312
368,"1995",16224000,332.8
368,"1996",19500000,400
368,"1997",31824000,652.8
368,"1998",81900000,1680
368,"1999",24519456,502.9632
368,"2000",20144280,413.216
368,"2001",22526400,462.08
368,"2002",24897600,510.72
368,"2003",25490400,522.88
368,"2004",203303123.6,4240.78252
368,"2005",290769490,6168.5646
368,"2006",213279493.8,4443.16734
368,"2007",220059084,4584.3968
368,"2008",324038327.53695,6850.32236722009
368,"2009",271638804.209644,5614.02175677109
368,"2010",281149200,5806.92
368,"2011",243943746.246897,5054.71105314275
368,"2012",368331583.844511,7606.31232649349
368,"2013",204966638.79349,4225.59097235844
376,"1990",200750988.571562,5024.58655827058
376,"1991",209600694.42889,5350.12611021462
376,"1992",165842841.53837,4043.57433262211
376,"1993",189527767.299691,4705.18346417471
376,"1994",212835807.937905,5427.05493928948
376,"1995",235925653.2,5996.00464
376,"1996",252805760.9,6441.43437
376,"1997",267017670.5,6683.13477
376,"1998",281273504.8,7111.59432
376,"1999",288850378.2,7227.87134
376,"2000",311560107.3,7831.92705
376,"2001",340836703.1,8631.41819
376,"2002",356834926.1,8892.42801
376,"2003",340068672.6,8382.24078
376,"2004",374083474.6,9510.60302
376,"2005",374767682.8,9240.8278
376,"2006",369919925.9,9261.83031
376,"2007",357122827.571659,8934.41336944713
376,"2008",338346003.08451,8350.54972843743
376,"2009",314424095.846906,7976.86744902618
376,"2010",315042802.128521,7996.94708761802
376,"2011",331882821.098382,8338.09740024749
376,"2012",334736710.726693,8378.2682852756
376,"2013",367876857.585724,9263.05743701642
380,"1990",664823021.208021,17678.8026591639
380,"1991",731730673.480901,19416.3056057909
380,"1992",781063203.437389,20679.3628153431
380,"1993",841400749.147054,22184.5261628274
380,"1994",915384186.33691,24078.4289269866
380,"1995",1050278250,27481.15
380,"1996",1032102950,26908.41
380,"1997",1120489896,29117.08
380,"1998",1147695300,29461.26
380,"1999",1127464560,28674.12
380,"2000",1176826500,29808.46
380,"2001",1259259318,31588.8668
380,"2002",911993118.1,23062.94702
380,"2003",1281863146,31580.6676
380,"2004",892358027.6,22282.10924
380,"2005",894188005.4,22369.6688
380,"2006",936278996.6,23304.08169
380,"2007",1150346460.7,28673.33112
380,"2008",1010630179.89248,25498.5488368382
380,"2009",1003990797.37918,25334.0624567905
380,"2010",982005956.34,24808.3981732
380,"2011",1000723055.78306,25205.2197700129
380,"2012",991912313.551134,25016.5432595652
380,"2013",992222363.943337,25024.5476825537
388,"1990",52826127.2946193,1665.52673360425
388,"1991",48763398.633899,1537.39265957988
388,"1992",50376961.4897535,1588.24201709828
388,"1993",51986253.6614431,1638.95795743748
388,"1994",53591378.0650804,1689.54370295681
388,"1995",54854560,1729.352
388,"1996",54860196,1729.4852
388,"1997",54843632,1728.9184
388,"1998",52244320,1646.9136
388,"1999",64496100,2033.2196
388,"2000",71313174,2248.4518
388,"2001",72265015.2,2278.46704
388,"2002",96353175,3031.725
388,"2003",51462145.2,1603.1082
388,"2004",73919862,2318.67
388,"2005",100052505,3117.555
388,"2006",127725040.9,4007.58085
388,"2007",87073483.2,2744.888
388,"2008",94902607.6082483,2986.68496248025
388,"2009",82912527.1591812,2608.49791589269
388,"2010",64631860,2032.25
388,"2011",18536373.1046522,582.629467871046
388,"2012",10808059.0623204,338.266381768107
388,"2013",13641283.5614718,428.147032922006
392,"1990",4432263125.68356,101085.270269776
392,"1991",4920962507.5086,111720.711909175
392,"1992",5099749098.07937,115372.893124158
392,"1993",5228350283.65313,118086.039431722
392,"1994",5640131335.08447,126643.493283113
392,"1995",6007347230,134977.364
392,"1996",5583189434,125825.9312
392,"1997",5855192796,131607.977
392,"1998",6296239762.5,141193.71785
392,"1999",6490269666.4,145309.4544
392,"2000",6519561149,145720.4865
392,"2001",6785703520.8,151530.75376
392,"2002",7165475959,159880.732
392,"2003",7491796478,167061.6892
392,"2004",7090392588.4,158191.36652
392,"2005",7232786501.6,161167.9842
392,"2006",7042156790.8,156898.30224
392,"2007",7227940879.7,160968.09546
392,"2008",7199949119.6311,160231.284521293
392,"2009",7371908218.78319,163949.828898941
392,"2010",6557403748,145937.98636
392,"2011",6513619406.92096,145259.241193622
392,"2012",7020576916.31147,156163.202819167
392,"2013",6792230870.04768,150998.043947428
398,"1990",30235738.7156355,620.220281346369
398,"1991",56490200.3217138,1158.84226300951
398,"1992",16369753.3298513,334.646574113553
398,"1993",17012897.1022633,347.194851176923
398,"1994",7241158.7919352,148.714286826426
398,"1995",10867920,223.564
398,"1996",12466080,256.006
398,"1997",15587932,321.0234
398,"1998",12077520,247.744
398,"1999",13399776,274.8672
398,"2000",9385272,192.5184
398,"2001",1319162,32.6924
398,"2002",10000915.6,210.58632
398,"2003",10739851.2,225.47864
398,"2004",3068888,74.64
398,"2005",1907386,45.3612
398,"2006",3396950.4,76.44288
398,"2007",2422656.8,58.52096
398,"2008",2848529.65157307,66.4779816400919
398,"2009",4203561.26248771,96.5324295894363
398,"2010",3301170,77.762
398,"2011",12623756.4333512,280.216097088791
398,"2012",11421773.5379158,282.981035947682
398,"2013",10787530.2744146,265.456224789443
400,"1990",689200.138669042,21.0157579098982
400,"1991",255559.348449303,7.82423366327266
400,"1992",281309.606060403,8.52698091668607
400,"1993",795333.113274115,24.0730208923506
400,"1994",1180473.94392295,35.7736297574841
400,"1995",2251200,68.096
400,"1996",2486670,74.455
400,"1997",2865600,85.2
400,"1998",4376669.1,134.39335
400,"1999",8037399,253.4315
400,"2000",8974516.5,282.21705
400,"2001",8655336,272.916
400,"2002",7923069,249.8265
400,"2003",10129860,319.41
400,"2004",7686905.4,242.3799
400,"2005",8464824,246.024
400,"2006",8227926,239.5134
400,"2007",7226016.6,198.18158
400,"2008",7922272.28836317,208.233127120664
400,"2009",6484215.71283074,169.398400177357
400,"2010",7957479,213.0695
400,"2011",8370429.62185117,201.367917241252
400,"2012",8796345.44726804,215.162818791211
400,"2013",8808799.7316828,215.449831268209
404,"1990",20200719.1499126,583.603725341902
404,"1991",19180115.8013947,554.473468549497
404,"1992",18064154.7678836,520.234291705587
404,"1993",18285220.4355023,524.089307273618
404,"1994",23457526.7017154,663.124880299817
404,"1995",20068170,566.126
404,"1996",8979750,275.95
404,"1997",3001524,86.334
404,"1998",2392356.9,65.3298
404,"1999",6129378.8,138.73
404,"2000",10248535,250.1033
404,"2001",20963622.8,497.4564
404,"2002",15155482.2,377.21012
404,"2003",19291907.8,469.75991
404,"2004",19314386,476.47564
404,"2005",19364508,481.5456
404,"2006",17605904.7,442.11333
404,"2007",71223848.2,1895.12534
404,"2008",76268514.7205389,2027.23814017983
404,"2009",83615065.7362786,2224.27579552219
404,"2010",208637942.5,5713.36225
404,"2011",371406244.064902,10192.6561255389
404,"2012",359888371.771504,9886.62508463685
404,"2013",393151033.122053,10809.5533062284
408,"1990",12342443.5620813,253.178329478591
408,"1991",19244368.5853295,395.166535083683
408,"1992",23628302.4986012,485.503640996947
408,"1993",27771915.2134028,570.91108130057
408,"1994",45517216.1697816,935.327511175007
408,"1995",26376000,547.2
408,"1996",11849112,252.6144
408,"1997",21633120,452.544
408,"1998",25104000,524.8
408,"1999",26136000,547.2
408,"2000",29476800,616.96
408,"2001",29267040,613.888
408,"2002",32283360,676.992
408,"2003",33343440,699.968
408,"2004",34403520,722.944
408,"2005",34398720,729.36
408,"2006",35403501,750.9705
408,"2007",35131350,750.091
408,"2008",38200709.7314216,814.418181976205
408,"2009",38972489.5632287,831.484309945671
408,"2010",38133975,815.6875
408,"2011",40275205.748359,860.678722465423
408,"2012",40810765.2460078,872.902066424794
408,"2013",41272236.2018261,883.606791538189
410,"1990",120259292.025305,2915.35040377406
410,"1991",131666828.626145,3170.85382086395
410,"1992",194832769.13236,4530.72670813038
410,"1993",222765920.256702,5150.87245167726
410,"1994",319862731.830606,7180.09904368694
410,"1995",352649498.2,7945.36375
410,"1996",478203745.6,10582.0026
410,"1997",1114100692.2,24919.42085
410,"1998",1067158580.4,23841.011
410,"1999",939836561,21140.98925
410,"2000",823279537.9,18465.1306
410,"2001",902088258.6,20419.89273
410,"2002",1377466516.6,30838.74831
410,"2003",2058901961.4,46258.54639
410,"2004",1914950447.6,42971.42428
410,"2005",2254082864,50293.3183
410,"2006",2542266798.2,56469.90953
410,"2007",2748799158.78367,61190.2321384415
410,"2008",2834603277.09355,62992.4991090939
410,"2009",3126931515.5813,69451.0838994052
410,"2010",2284150562.43256,50921.4878555915
410,"2011",2230389942.81323,49711.2172804668
410,"2012",2308403260.78246,51573.6558499934
410,"2013",2250338687.23416,50479.236072693
417,"1990",3694731.95376104,79.6073354635319
417,"1991",4753659.81806554,103.72014092265
417,"1992",4092009.24287551,90.3083300276833
417,"1993",1779177.4779344,40.2427731904146
417,"1994",1389295.07895957,30.9489641037178
417,"1995",1413120,30.224
417,"1996",1538814,32.6468
417,"1997",1656288,35.1296
417,"1998",1837792,38.8544
417,"1999",797472,16.3584
417,"2000",669552,13.7344
417,"2001",1621900.8,33.26976
417,"2002",1170187.2,24.00384
417,"2003",152942.4,3.13728
417,"2004",260832,5.3504
417,"2005",252720,5.184
417,"2006",258336,5.2992
417,"2007",1741027.6,42.74472
417,"2008",1395752.08442298,31.6108632446702
417,"2009",2030704.48357908,45.9174819749864
417,"2010",5825040,141.776
417,"2011",5550624.86519998,116.229970452226
417,"2012",4194889.48117981,88.4392201777391
417,"2013",4244326.81200109,89.1895533521577
418,"1990",47849520.2773689,1203.2828252117
418,"1991",59381191.0496135,1452.89551707229
418,"1992",69762062.8048479,1674.44100683775
418,"1993",79882361.659032,1889.69547163023
418,"1994",89539183.268995,2094.46769315183
418,"1995",95151000,2244.34
418,"1996",140424000,3254
418,"1997",253202924,6866.6536
418,"1998",265333415.3,7059.05625
418,"1999",387742561.2,10298.7702
418,"2000",548347138,14542.2708
418,"2001",650164329,17307.27666
418,"2002",795478389.6,20868.40368
418,"2003",880889562.3,23081.59293
418,"2004",897241613.4,23483.10294
418,"2005",740415147,18012.3015
418,"2006",742100170.6,17935.4669
418,"2007",769922849.8,18690.29164
418,"2008",836700719.339739,20166.1707617872
418,"2009",986442016.583608,23748.97637368
418,"2010",1060735910,25677.985
418,"2011",1275055648.60165,30668.4283280304
418,"2012",1364499192.07942,32807.0719855578
418,"2013",1451121627.90744,34887.3648653712
422,"1990",2017005.07849519,54.6543311592244
422,"1991",1974929.08951562,53.5142075868749
422,"1992",3144228.74189804,85.1984562320759
422,"1993",4268132.53872941,115.652623630087
422,"1994",4652606.2236141,126.070620252769
422,"1995",6975000,189
422,"1996",8137500,220.5
422,"1997",6510000,176.4
422,"1998",8680000,235.2
422,"1999",6510000,176.4
422,"2000",8060000,218.4
422,"2001",6045000,163.8
422,"2002",16050797,421.0654
422,"2003",16159390.5,424.7566
422,"2004",16084487,423.5253
422,"2005",16442934,433.5908
422,"2006",16309723.7,431.02301
422,"2007",16458812.7,435.34568
422,"2008",19300643.2851861,517.425946028189
422,"2009",21319585.2161504,572.627645412366
422,"2010",23862642.5,641.40375
422,"2011",25152000.8117936,676.644488123172
422,"2012",25154370.5478905,676.760059295662
422,"2013",25188590.8207474,677.716705839884
426,"1990",222545.33508436,4.68538343923634
426,"1991",209455.871840964,4.42670269052815
426,"1992",280700.941097049,5.88704150050802
426,"1993",304581.918875381,6.54683052396299
426,"1994",304363.192103817,6.55201315335694
426,"1995",214320,4.734
426,"1996",226800,4.99
426,"1997",231400,5.05
426,"1998",108920,2.52
426,"1999",44928,0.9216
426,"2000",92352,1.8944
426,"2001",90105.6,1.84832
426,"2002",99590.4,2.04288
426,"2003",50980.8,1.04576
426,"2004",26083.2,0.53504
426,"2005",12636,0.2592
426,"2006",25833.6,0.52992
426,"2007",2631964.4,71.23568
426,"2008",1784803.43071214,48.2724225590207
426,"2009",2107225.93441913,57.0443769665218
426,"2010",6050304,163.9088
426,"2011",5875289.48777816,159.167154867015
426,"2012",7837601.25132481,212.339333051594
426,"2013",9816401.28763765,265.952788065453
428,"1990",7259305.62138203,148.908833259119
428,"1991",19270845.7424624,457.875575276829
428,"1992",3744889.41454759,80.3215677914527
428,"1993",2149569.83302616,44.8743286907003
428,"1994",4038056.29477761,84.3635511889852
428,"1995",3361050,69.71
428,"1996",2979450,61.27
428,"1997",3266220,67.428
428,"1998",4623512,94.8544
428,"1999",5240692,107.6664
428,"2000",3733280,77.16
428,"2001",5245215.6,108.84232
428,"2002",5333414,110.4108
428,"2003",8106061.6,167.28152
428,"2004",7001852,144.0424
428,"2005",6752512,138.9384
428,"2006",7167100,146.936
428,"2007",9402389.2,193.96024
428,"2008",7782954.53869185,161.257317497119
428,"2009",7071719.93851361,146.283137148464
428,"2010",7282720.5,149.857625
428,"2011",7129342.11477397,149.082545051238
428,"2012",7652169.71882139,161.374095126209
428,"2013",8590913.84273397,181.858071196082
434,"1990",227360.802459393,4.66381133250036
434,"1991",297241.289105126,6.09725721241284
434,"1992",415223.155530687,8.51739806216795
434,"1993",156471.125013949,4.93377421215156
434,"1994",156569.21993739,4.93686729532311
434,"1995",725400,17.5
434,"1996",727620,17.57
434,"1997",764040,18.396
434,"1998",792357,18.9665
434,"1999",817266,19.537
