AreaCode,ElementCode,ItemCode,Year,Value
52,5110,6655,2011,2655.8
52,5110,6655,2012,2640.6
52,5110,6655,2013,2614.2
52,5110,6655,2014,2609.7
53,5110,6655,1990,550
53,5110,6655,1991,550
53,5110,6655,1992,550
53,5110,6655,1993,550
53,5110,6655,1994,550
53,5110,6655,1995,550
53,5110,6655,1996,550
53,5110,6655,1997,550
53,5110,6655,1998,550
53,5110,6655,1999,550
53,5110,6655,2000,550
53,5110,6655,2001,550
53,5110,6655,2002,550
53,5110,6655,2003,550
53,5110,6655,2004,550
53,5110,6655,2005,550
53,5110,6655,2006,550
53,5110,6655,2007,550
53,5110,6655,2008,550
53,5110,6655,2009,550
53,5110,6655,2010,550
53,5110,6655,2011,550
53,5110,6655,2012,550
53,5110,6655,2013,550
53,5110,6655,2014,550
54,5110,6655,1990,217
54,5110,6655,1991,212
54,5110,6655,1992,208
54,5110,6655,1993,197
54,5110,6655,1994,317
54,5110,6655,1995,398
54,5110,6655,1996,385
54,5110,6655,1997,315
54,5110,6655,1998,298
54,5110,6655,1999,342
54,5110,6655,2000,358
54,5110,6655,2001,376
54,5110,6655,2002,382
54,5110,6655,2003,384
54,5110,6655,2004,370
54,5110,6655,2005,368
54,5110,6655,2006,357
54,5110,6655,2007,350
54,5110,6655,2008,261
54,5110,6655,2009,197
54,5110,6655,2010,200
54,5110,6655,2011,187
54,5110,6655,2012,200
54,5110,6655,2013,195
54,5110,6655,2014,193
55,5110,6655,1990,2
55,5110,6655,1991,2
55,5110,6655,1992,2
55,5110,6655,1993,2
55,5110,6655,1994,2
55,5110,6655,1995,2
55,5110,6655,1996,2
55,5110,6655,1997,2
55,5110,6655,1998,2
55,5110,6655,1999,2
55,5110,6655,2000,2
55,5110,6655,2001,2
55,5110,6655,2002,2
55,5110,6655,2003,2
55,5110,6655,2004,2
55,5110,6655,2005,2
55,5110,6655,2006,2
55,5110,6655,2007,2
55,5110,6655,2008,2
55,5110,6655,2009,2
55,5110,6655,2010,2
55,5110,6655,2011,2
55,5110,6655,2012,2
55,5110,6655,2013,2
55,5110,6655,2014,2
56,5110,6655,1990,1200
56,5110,6655,1991,1200
56,5110,6655,1992,1200
56,5110,6655,1993,1200
56,5110,6655,1994,1200
56,5110,6655,1995,1200
56,5110,6655,1996,1200
56,5110,6655,1997,1200
56,5110,6655,1998,1200
56,5110,6655,1999,1197
56,5110,6655,2000,1197
56,5110,6655,2001,1197
56,5110,6655,2002,1197
56,5110,6655,2003,1197
56,5110,6655,2004,1197
56,5110,6655,2005,1197
56,5110,6655,2006,1197
56,5110,6655,2007,1197
56,5110,6655,2008,1197
56,5110,6655,2009,1197
56,5110,6655,2010,1197
56,5110,6655,2011,1197
56,5110,6655,2012,1197
56,5110,6655,2013,1197
56,5110,6655,2014,1197
57,5110,6655,1992,3130
57,5110,6655,1993,3106
57,5110,6655,1994,2974
57,5110,6655,1995,2960
57,5110,6655,1996,2957
57,5110,6655,1997,2987
57,5110,6655,1998,2996
57,5110,6655,1999,2975
57,5110,6655,2000,2995
57,5110,6655,2001,3244
57,5110,6655,2002,3287
57,5110,6655,2003,3297
57,5110,6655,2004,3290
57,5110,6655,2005,3289
57,5110,6655,2006,3297
57,5110,6655,2007,3276
57,5110,6655,2008,3280
57,5110,6655,2009,3263
57,5110,6655,2010,3241
57,5110,6655,2011,3224
57,5110,6655,2012,3154
57,5110,6655,2013,3032.6
57,5110,6655,2014,2844
58,5110,6655,1990,4921
58,5110,6655,1991,4919
58,5110,6655,1992,4933
58,5110,6655,1993,5001
58,5110,6655,1994,5093
58,5110,6655,1995,5107
58,5110,6655,1996,4996
58,5110,6655,1997,5008
58,5110,6655,1998,5023
58,5110,6655,1999,5095
58,5110,6655,2000,5087
58,5110,6655,2001,4985
58,5110,6655,2002,4890
58,5110,6655,2003,4763
58,5110,6655,2004,5004
58,5110,6655,2005,4990
58,5110,6655,2006,4998
58,5110,6655,2007,4997
58,5110,6655,2008,4945
58,5110,6655,2009,4986
58,5110,6655,2010,4919.9
58,5110,6655,2011,4810.9
58,5110,6655,2012,4976
58,5110,6655,2013,4850
58,5110,6655,2014,3123
60,5110,6655,1990,600
60,5110,6655,1991,600
60,5110,6655,1992,600
60,5110,6655,1993,600
60,5110,6655,1994,600
60,5110,6655,1995,600
60,5110,6655,1996,572
60,5110,6655,1997,590
60,5110,6655,1998,600
60,5110,6655,1999,600
60,5110,6655,2000,600
60,5110,6655,2001,600
60,5110,6655,2002,620
60,5110,6655,2003,625
60,5110,6655,2004,636
60,5110,6655,2005,636
60,5110,6655,2006,636
60,5110,6655,2007,637
60,5110,6655,2008,637
60,5110,6655,2009,637
60,5110,6655,2010,637
60,5110,6655,2011,637
60,5110,6655,2012,637
60,5110,6655,2013,637
60,5110,6655,2014,637
61,5110,6655,1990,104
61,5110,6655,1991,104
61,5110,6655,1992,104
61,5110,6655,1993,104
61,5110,6655,1994,104
61,5110,6655,1995,104
61,5110,6655,1996,104
61,5110,6655,1997,104
61,5110,6655,1998,104
61,5110,6655,1999,104
61,5110,6655,2000,104
61,5110,6655,2001,104
61,5110,6655,2002,104
61,5110,6655,2003,104
61,5110,6655,2004,104
61,5110,6655,2005,104
61,5110,6655,2006,104
61,5110,6655,2007,104
61,5110,6655,2008,104
61,5110,6655,2009,104
61,5110,6655,2010,104
61,5110,6655,2011,104
61,5110,6655,2012,104
61,5110,6655,2013,104
61,5110,6655,2014,104
62,5110,6655,1990,44900
62,5110,6655,1991,44850
62,5110,6655,1992,44800
63,5110,6655,1992,247
63,5110,6655,1993,243
63,5110,6655,1994,140
63,5110,6655,1995,105
63,5110,6655,1996,109
63,5110,6655,1997,123
63,5110,6655,1998,144
63,5110,6655,1999,130
63,5110,6655,2000,131
63,5110,6655,2001,194
63,5110,6655,2002,67
63,5110,6655,2003,268
63,5110,6655,2004,236.3
63,5110,6655,2005,279
63,5110,6655,2006,330.5
63,5110,6655,2007,307
63,5110,6655,2008,301
63,5110,6655,2009,327.3
63,5110,6655,2010,296.7
63,5110,6655,2011,306.6
63,5110,6655,2012,328.6
63,5110,6655,2013,327
63,5110,6655,2014,320
65,5110,6655,1990,1190
65,5110,6655,1991,1190
65,5110,6655,1992,1209
65,5110,6655,1993,1201
65,5110,6655,1994,1210
65,5110,6655,1995,1212
65,5110,6655,1996,1130
65,5110,6655,1997,1130.3
65,5110,6655,1998,1130.6
65,5110,6655,1999,1130.9
65,5110,6655,2000,1131.2
65,5110,6655,2001,1131.5
65,5110,6655,2002,1131.8
65,5110,6655,2003,1132.1
65,5110,6655,2004,1132.4
65,5110,6655,2005,1133.5
65,5110,6655,2006,1133.7
65,5110,6655,2007,1135.9
65,5110,6655,2008,1126.4
65,5110,6655,2009,1124
65,5110,6655,2010,1109.5
65,5110,6655,2011,1143.5
65,5110,6655,2012,1127.6
65,5110,6655,2013,1119.8
65,5110,6655,2014,1115.9
66,5110,6655,1990,170
66,5110,6655,1991,173
66,5110,6655,1992,175
66,5110,6655,1993,175
66,5110,6655,1994,173
66,5110,6655,1995,175
66,5110,6655,1996,175
66,5110,6655,1997,175
66,5110,6655,1998,175
66,5110,6655,1999,175
66,5110,6655,2000,175
66,5110,6655,2001,175
66,5110,6655,2002,175
66,5110,6655,2003,175
66,5110,6655,2004,175
66,5110,6655,2005,175
66,5110,6655,2006,175
66,5110,6655,2007,175
66,5110,6655,2008,175
66,5110,6655,2009,175
66,5110,6655,2010,175
66,5110,6655,2011,175
66,5110,6655,2012,175
66,5110,6655,2013,175
66,5110,6655,2014,175
67,5110,6655,1990,122
67,5110,6655,1991,123
67,5110,6655,1992,120
67,5110,6655,1993,106
67,5110,6655,1994,110
67,5110,6655,1995,98
67,5110,6655,1996,92
67,5110,6655,1997,21.3
67,5110,6655,1998,21.6
67,5110,6655,1999,21
67,5110,6655,2000,26
67,5110,6655,2001,25
67,5110,6655,2002,27
67,5110,6655,2003,28
67,5110,6655,2004,28
67,5110,6655,2005,33
67,5110,6655,2006,36
67,5110,6655,2007,34
67,5110,6655,2008,33
67,5110,6655,2009,34
67,5110,6655,2010,33
67,5110,6655,2011,32
67,5110,6655,2012,32
67,5110,6655,2013,31
67,5110,6655,2014,33
68,5110,6655,1990,11599.3
68,5110,6655,1991,11447.6
68,5110,6655,1992,11332.8
68,5110,6655,1993,11061.7
68,5110,6655,1994,10920.6
68,5110,6655,1995,10802.4
68,5110,6655,1996,10728.4
68,5110,6655,1997,10618.7
68,5110,6655,1998,10518
68,5110,6655,1999,10432.1
68,5110,6655,2000,10312.3
68,5110,6655,2001,10232.7
68,5110,6655,2002,10110.9
68,5110,6655,2003,10063.8
68,5110,6655,2004,9979.6
68,5110,6655,2005,9902.2
68,5110,6655,2006,9877.1
68,5110,6655,2007,9847.8
68,5110,6655,2008,9790.1
68,5110,6655,2009,9736.5
68,5110,6655,2010,9614.5
68,5110,6655,2011,9597
68,5110,6655,2012,9559.3
68,5110,6655,2013,9471.5
68,5110,6655,2014,9438.2
69,5110,6655,1990,9
69,5110,6655,1991,9
69,5110,6655,1992,9
69,5110,6655,1993,10
69,5110,6655,1994,10
69,5110,6655,1995,11
69,5110,6655,1996,11
69,5110,6655,1997,11
69,5110,6655,1998,11
69,5110,6655,1999,11
69,5110,6655,2000,7
69,5110,6655,2001,7
69,5110,6655,2002,7
69,5110,6655,2003,7
69,5110,6655,2004,7
69,5110,6655,2005,7
69,5110,6655,2006,7
69,5110,6655,2007,8.2
69,5110,6655,2008,8.7
69,5110,6655,2009,8.9
69,5110,6655,2010,9.1
69,5110,6655,2011,9.2
69,5110,6655,2012,10.5
69,5110,6655,2013,11
69,5110,6655,2014,12.2
70,5110,6655,1990,20
70,5110,6655,1991,20
70,5110,6655,1992,20
70,5110,6655,1993,20
70,5110,6655,1994,20
70,5110,6655,1995,20
70,5110,6655,1996,20
70,5110,6655,1997,20
70,5110,6655,1998,20
70,5110,6655,1999,20
70,5110,6655,2000,20
70,5110,6655,2001,20
70,5110,6655,2002,20
70,5110,6655,2003,20
70,5110,6655,2004,20
70,5110,6655,2005,20
70,5110,6655,2006,20
70,5110,6655,2007,20
70,5110,6655,2008,20
70,5110,6655,2009,20
70,5110,6655,2010,20
70,5110,6655,2011,20
70,5110,6655,2012,20
70,5110,6655,2013,20
70,5110,6655,2014,20
72,5110,6655,1990,1298
72,5110,6655,1991,1335
72,5110,6655,1992,1370
72,5110,6655,1993,1400
72,5110,6655,1994,1400
72,5110,6655,1995,1450
72,5110,6655,1996,1480
72,5110,6655,1997,1500
72,5110,6655,1998,1500
72,5110,6655,1999,1550
72,5110,6655,2000,1600
72,5110,6655,2001,1680
72,5110,6655,2002,1700
72,5110,6655,2003,1700
72,5110,6655,2004,1700
72,5110,6655,2005,1700
72,5110,6655,2006,1700
72,5110,6655,2007,1700
72,5110,6655,2008,1700
72,5110,6655,2009,1700
72,5110,6655,2010,1700
72,5110,6655,2011,1700
72,5110,6655,2012,1700
72,5110,6655,2013,1700
72,5110,6655,2014,1700
73,5110,6655,1992,2100
73,5110,6655,1993,2000
73,5110,6655,1994,1970
73,5110,6655,1995,1970
73,5110,6655,1996,1969
73,5110,6655,1997,1974
73,5110,6655,1998,1983
73,5110,6655,1999,1939
73,5110,6655,2000,1938
73,5110,6655,2001,1940
73,5110,6655,2002,1940
73,5110,6655,2003,1940
73,5110,6655,2004,1940
73,5110,6655,2005,1940
73,5110,6655,2006,1940
73,5110,6655,2007,1940
73,5110,6655,2008,1940
73,5110,6655,2009,1940
73,5110,6655,2010,1940
73,5110,6655,2011,1940
73,5110,6655,2012,1940
73,5110,6655,2013,1940.4
73,5110,6655,2014,1940.4
74,5110,6655,1990,4700
74,5110,6655,1991,4700
74,5110,6655,1992,4700
74,5110,6655,1993,4700
74,5110,6655,1994,4700
74,5110,6655,1995,4665
74,5110,6655,1996,4665
74,5110,6655,1997,4665
74,5110,6655,1998,4665
74,5110,6655,1999,4665
74,5110,6655,2000,4665
74,5110,6655,2001,4665
74,5110,6655,2002,4665
74,5110,6655,2003,4665
74,5110,6655,2004,4665
74,5110,6655,2005,4665
74,5110,6655,2006,4665
74,5110,6655,2007,4665
74,5110,6655,2008,4665
74,5110,6655,2009,4665
74,5110,6655,2010,4665
74,5110,6655,2011,4665
74,5110,6655,2012,4665
74,5110,6655,2013,4665
74,5110,6655,2014,4665
75,5110,6655,1990,394
75,5110,6655,1991,391
75,5110,6655,1992,391
75,5110,6655,1993,391
75,5110,6655,1994,372
75,5110,6655,1995,367
75,5110,6655,1996,362
75,5110,6655,1997,347
75,5110,6655,1998,347
75,5110,6655,1999,307
75,5110,6655,2000,267
75,5110,6655,2001,235
75,5110,6655,2002,232
75,5110,6655,2003,202
75,5110,6655,2004,200
75,5110,6655,2005,197
75,5110,6655,2006,197
75,5110,6655,2007,187
75,5110,6655,2008,175
75,5110,6655,2009,170
75,5110,6655,2010,160
75,5110,6655,2011,160
75,5110,6655,2012,160
75,5110,6655,2013,160
75,5110,6655,2014,160
79,5110,6655,1990,5618
79,5110,6655,1991,5329
79,5110,6655,1992,5243
79,5110,6655,1993,5251
79,5110,6655,1994,5271
79,5110,6655,1995,5282
79,5110,6655,1996,5273
79,5110,6655,1997,5267
79,5110,6655,1998,5266
79,5110,6655,1999,5114
79,5110,6655,2000,5048
79,5110,6655,2001,5013
79,5110,6655,2002,4970
79,5110,6655,2003,4968
79,5110,6655,2004,4913
79,5110,6655,2005,4929
79,5110,6655,2006,4882
79,5110,6655,2007,4875
79,5110,6655,2008,4789
79,5110,6655,2009,4741
79,5110,6655,2010,4655
79,5110,6655,2011,4644
79,5110,6655,2012,4630
79,5110,6655,2013,4621
79,5110,6655,2014,4651
80,5110,6655,1992,1200
80,5110,6655,1993,1200
80,5110,6655,1994,1200
80,5110,6655,1995,1200
80,5110,6655,1996,1150
80,5110,6655,1997,1150
80,5110,6655,1998,1100
80,5110,6655,1999,1050
80,5110,6655,2000,1030
80,5110,6655,2001,1019
80,5110,6655,2002,1030
80,5110,6655,2003,1057
80,5110,6655,2004,1044
80,5110,6655,2005,1037
80,5110,6655,2006,1036
80,5110,6655,2007,1032
80,5110,6655,2008,1032
80,5110,6655,2009,1029
80,5110,6655,2010,1035
80,5110,6655,2011,1044
80,5110,6655,2012,1048
80,5110,6655,2013,1045
80,5110,6655,2014,1045
81,5110,6655,1990,8405
81,5110,6655,1991,8400
81,5110,6655,1992,8400
81,5110,6655,1993,8400
81,5110,6655,1994,8400
81,5110,6655,1995,8400
81,5110,6655,1996,8400
81,5110,6655,1997,8328
81,5110,6655,1998,8330
81,5110,6655,1999,8330
81,5110,6655,2000,8330
81,5110,6655,2001,8300
81,5110,6655,2002,8300
81,5110,6655,2003,8300
81,5110,6655,2004,8300
81,5110,6655,2005,8300
81,5110,6655,2006,8300
81,5110,6655,2007,8300
81,5110,6655,2008,8300
81,5110,6655,2009,8300
81,5110,6655,2010,8300
81,5110,6655,2011,8300
81,5110,6655,2012,8300
81,5110,6655,2013,8300
81,5110,6655,2014,8300
84,5110,6655,1990,5255
84,5110,6655,1991,5220
84,5110,6655,1992,5225
84,5110,6655,1993,5240
84,5110,6655,1994,5250
84,5110,6655,1995,5260
84,5110,6655,1996,5273
84,5110,6655,1997,5100
84,5110,6655,1998,4900
84,5110,6655,1999,4800
84,5110,6655,2000,4675
84,5110,6655,2001,4650
84,5110,6655,2002,4600
84,5110,6655,2003,4600
84,5110,6655,2004,4580
84,5110,6655,2005,4580
84,5110,6655,2006,4550
84,5110,6655,2007,4550
84,5110,6655,2008,4520
84,5110,6655,2009,4500
84,5110,6655,2010,4490
84,5110,6655,2011,4480
84,5110,6655,2012,4470
84,5110,6655,2013,4460
84,5110,6655,2014,4450
85,5110,6655,1990,235
85,5110,6655,1991,235
85,5110,6655,1992,235
85,5110,6655,1993,235
85,5110,6655,1994,235
85,5110,6655,1995,235
85,5110,6655,1996,235
85,5110,6655,1997,235
85,5110,6655,1998,235
85,5110,6655,1999,235
85,5110,6655,2000,235
85,5110,6655,2001,235
85,5110,6655,2002,235
85,5110,6655,2003,235
85,5110,6655,2004,235
85,5110,6655,2005,235
85,5110,6655,2006,235
85,5110,6655,2007,235
85,5110,6655,2008,235
85,5110,6655,2009,235
85,5110,6655,2010,235
85,5110,6655,2011,235
85,5110,6655,2012,235
85,5110,6655,2013,235
85,5110,6655,2014,235
86,5110,6655,1990,1
86,5110,6655,1991,1
86,5110,6655,1992,1
86,5110,6655,1993,1
86,5110,6655,1994,1
86,5110,6655,1995,1
86,5110,6655,1996,1
86,5110,6655,1997,1
86,5110,6655,1998,1
86,5110,6655,1999,1
86,5110,6655,2000,1
86,5110,6655,2001,1
86,5110,6655,2002,1
86,5110,6655,2003,1
86,5110,6655,2004,1
86,5110,6655,2005,1
86,5110,6655,2006,1
86,5110,6655,2007,1
86,5110,6655,2008,1
86,5110,6655,2009,1
86,5110,6655,2010,1
86,5110,6655,2011,1
86,5110,6655,2012,1
86,5110,6655,2013,1
86,5110,6655,2014,1
87,5110,6655,1990,24
87,5110,6655,1991,23
87,5110,6655,1992,23
87,5110,6655,1993,23
87,5110,6655,1994,24
87,5110,6655,1995,25
87,5110,6655,1996,25
87,5110,6655,1997,25
87,5110,6655,1998,25
87,5110,6655,1999,25
87,5110,6655,2000,24
87,5110,6655,2001,23
87,5110,6655,2002,22
87,5110,6655,2003,21
87,5110,6655,2004,21
87,5110,6655,2005,21
87,5110,6655,2006,20
87,5110,6655,2007,34.7
87,5110,6655,2008,34.9
87,5110,6655,2009,35
87,5110,6655,2010,34.5
87,5110,6655,2011,33.6
87,5110,6655,2012,31.6
87,5110,6655,2013,30.6
87,5110,6655,2014,27.5
88,5110,6655,1990,8
88,5110,6655,1991,8
88,5110,6655,1992,8
88,5110,6655,1993,8
88,5110,6655,1994,8
88,5110,6655,1995,8
88,5110,6655,1996,8
88,5110,6655,1997,8
88,5110,6655,1998,8
88,5110,6655,1999,8
88,5110,6655,2000,8
88,5110,6655,2001,8
88,5110,6655,2002,8
88,5110,6655,2003,8
88,5110,6655,2004,8
88,5110,6655,2005,8
88,5110,6655,2006,8
88,5110,6655,2007,8
88,5110,6655,2008,8
88,5110,6655,2009,8
88,5110,6655,2010,8
88,5110,6655,2011,8
88,5110,6655,2012,8
88,5110,6655,2013,8
88,5110,6655,2014,8
89,5110,6655,1990,2500
89,5110,6655,1991,2500
89,5110,6655,1992,2500
89,5110,6655,1993,2602
89,5110,6655,1994,2602
89,5110,6655,1995,2602
89,5110,6655,1996,2602
89,5110,6655,1997,2602
89,5110,6655,1998,2500
89,5110,6655,1999,2500
89,5110,6655,2000,2500
89,5110,6655,2001,2500
89,5110,6655,2002,2500
89,5110,6655,2003,2500
89,5110,6655,2004,2500
89,5110,6655,2005,2321
89,5110,6655,2006,1944
89,5110,6655,2007,1907
89,5110,6655,2008,1870
89,5110,6655,2009,1833
89,5110,6655,2010,1796
89,5110,6655,2011,1759
89,5110,6655,2012,1722
89,5110,6655,2013,1685
89,5110,6655,2014,1799
90,5110,6655,1990,10788
90,5110,6655,1991,10700
90,5110,6655,1992,10700
90,5110,6655,1993,10700
90,5110,6655,1994,10700
90,5110,6655,1995,10700
90,5110,6655,1996,10700
90,5110,6655,1997,10700
90,5110,6655,1998,10700
90,5110,6655,1999,10700
90,5110,6655,2000,10700
90,5110,6655,2001,10700
90,5110,6655,2002,10700
90,5110,6655,2003,10700
90,5110,6655,2004,10700
90,5110,6655,2005,10700
90,5110,6655,2006,10700
90,5110,6655,2007,10700
90,5110,6655,2008,10700
90,5110,6655,2009,10700
90,5110,6655,2010,10700
90,5110,6655,2011,10700
90,5110,6655,2012,10700
90,5110,6655,2013,10700
90,5110,6655,2014,10700
91,5110,6655,1990,1230
91,5110,6655,1991,1230
91,5110,6655,1992,1230
91,5110,6655,1993,1230
91,5110,6655,1994,1230
91,5110,6655,1995,1230
91,5110,6655,1996,1230
91,5110,6655,1997,1230
91,5110,6655,1998,1230
91,5110,6655,1999,1230
91,5110,6655,2000,1230
91,5110,6655,2001,1230
91,5110,6655,2002,1230
91,5110,6655,2003,1230
91,5110,6655,2004,1230
91,5110,6655,2005,1230
91,5110,6655,2006,1230
91,5110,6655,2007,1230
91,5110,6655,2008,1230
91,5110,6655,2009,1230
91,5110,6655,2010,1230
91,5110,6655,2011,1230
91,5110,6655,2012,1230
91,5110,6655,2013,1230
91,5110,6655,2014,1230
93,5110,6655,1990,497
93,5110,6655,1991,496
93,5110,6655,1992,495
93,5110,6655,1993,495
93,5110,6655,1994,495
93,5110,6655,1995,490
93,5110,6655,1996,490
93,5110,6655,1997,490
93,5110,6655,1998,490
93,5110,6655,1999,490
93,5110,6655,2000,490
93,5110,6655,2001,490
93,5110,6655,2002,490
93,5110,6655,2003,490
93,5110,6655,2004,490
93,5110,6655,2005,490
93,5110,6655,2006,490
93,5110,6655,2007,490
93,5110,6655,2008,490
93,5110,6655,2009,490
93,5110,6655,2010,490
93,5110,6655,2011,490
93,5110,6655,2012,490
93,5110,6655,2013,490
93,5110,6655,2014,490
95,5110,6655,1990,1500
95,5110,6655,1991,1500
95,5110,6655,1992,1500
95,5110,6655,1993,1533
95,5110,6655,1994,1530
95,5110,6655,1995,1530
95,5110,6655,1996,1530
95,5110,6655,1997,1520
95,5110,6655,1998,1520
95,5110,6655,1999,1510
95,5110,6655,2000,1508
95,5110,6655,2001,1508
95,5110,6655,2002,1600
95,5110,6655,2003,1715
95,5110,6655,2004,1700
95,5110,6655,2005,1700
95,5110,6655,2006,1700
95,5110,6655,2007,1700
95,5110,6655,2008,1756
95,5110,6655,2009,1760
95,5110,6655,2010,1760
95,5110,6655,2011,1760
95,5110,6655,2012,1760
95,5110,6655,2013,1760
95,5110,6655,2014,1760
96,5110,6655,1990,1
96,5110,6655,1991,1
96,5110,6655,1992,1
96,5110,6655,1993,1
96,5110,6655,1994,1
96,5110,6655,1995,1
96,5110,6655,1996,1
96,5110,6655,1997,1
96,5110,6655,1998,1
96,5110,6655,1999,1
96,5110,6655,2000,1
96,5110,6655,2001,1
96,5110,6655,2002,1
96,5110,6655,2003,1
96,5110,6655,2004,1
96,5110,6655,2005,1
96,5110,6655,2006,1
96,5110,6655,2007,1
96,5110,6655,2008,1
96,5110,6655,2009,1
96,5110,6655,2010,1
96,5110,6655,2011,1
96,5110,6655,2012,1
96,5110,6655,2013,1
96,5110,6655,2014,1
97,5110,6655,1990,1186
97,5110,6655,1991,1173
97,5110,6655,1992,1164
97,5110,6655,1993,1157
97,5110,6655,1994,1148
97,5110,6655,1995,1148
97,5110,6655,1996,1148
97,5110,6655,1997,1148
97,5110,6655,1998,1148
97,5110,6655,1999,1147
97,5110,6655,2000,1051
97,5110,6655,2001,1061
97,5110,6655,2002,1063
97,5110,6655,2003,1062
97,5110,6655,2004,1060
97,5110,6655,2005,1057
97,5110,6655,2006,1015
97,5110,6655,2007,1017
97,5110,6655,2008,1010
97,5110,6655,2009,1004
97,5110,6655,2010,763
97,5110,6655,2011,759
97,5110,6655,2012,759
97,5110,6655,2013,759
97,5110,6655,2014,761
98,5110,6655,1992,1079
98,5110,6655,1993,1093
98,5110,6655,1994,1091
98,5110,6655,1995,1099
98,5110,6655,1996,824
98,5110,6655,1997,833
98,5110,6655,1998,830
98,5110,6655,1999,835
98,5110,6655,2000,258
98,5110,6655,2001,255
98,5110,6655,2002,253
98,5110,6655,2003,261
98,5110,6655,2004,259
98,5110,6655,2005,265
98,5110,6655,2006,273
98,5110,6655,2007,270
98,5110,6655,2008,342.4
98,5110,6655,2009,343.3
98,5110,6655,2010,345.4
98,5110,6655,2011,346.4
98,5110,6655,2012,345.6
98,5110,6655,2013,618
98,5110,6655,2014,618
99,5110,6655,1990,1765
99,5110,6655,1991,1765
99,5110,6655,1992,1765
99,5110,6655,1993,1765
99,5110,6655,1994,1765
99,5110,6655,1995,1764
99,5110,6655,1996,1763
99,5110,6655,1997,1762
99,5110,6655,1998,1761
99,5110,6655,1999,1760
99,5110,6655,2000,1760
99,5110,6655,2001,1760
99,5110,6655,2002,1758
99,5110,6655,2003,1756
99,5110,6655,2004,1755
99,5110,6655,2005,1753
99,5110,6655,2006,1752
99,5110,6655,2007,1751
99,5110,6655,2008,1751
99,5110,6655,2009,1751
99,5110,6655,2010,1751
99,5110,6655,2011,1751
99,5110,6655,2012,1751
99,5110,6655,2013,1751
99,5110,6655,2014,1751
100,5110,6655,1990,11304
100,5110,6655,1991,11404
100,5110,6655,1992,11299
100,5110,6655,1993,11096
100,5110,6655,1994,10966
100,5110,6655,1995,11034
100,5110,6655,1996,11064
100,5110,6655,1997,10880
100,5110,6655,1998,10845
100,5110,6655,1999,10896
100,5110,6655,2000,10845
100,5110,6655,2001,10662
100,5110,6655,2002,10528
100,5110,6655,2003,10450
100,5110,6655,2004,10484
100,5110,6655,2005,10452
100,5110,6655,2006,10444
100,5110,6655,2007,10418
100,5110,6655,2008,10362
100,5110,6655,2009,10344
100,5110,6655,2010,10339
100,5110,6655,2011,10301
100,5110,6655,2012,10296
100,5110,6655,2013,10240
100,5110,6655,2014,10240
101,5110,6655,1990,13110
101,5110,6655,1991,11727
101,5110,6655,1992,11800
101,5110,6655,1993,11800
101,5110,6655,1994,11800
101,5110,6655,1995,11800
101,5110,6655,1996,11177
101,5110,6655,1997,11177
101,5110,6655,1998,11177
101,5110,6655,1999,11177
101,5110,6655,2000,11177
101,5110,6655,2001,11100
101,5110,6655,2002,11100
101,5110,6655,2003,11000
101,5110,6655,2004,11000
101,5110,6655,2005,11000
101,5110,6655,2006,11000
101,5110,6655,2007,11000
101,5110,6655,2008,11000
101,5110,6655,2009,11000
101,5110,6655,2010,11000
101,5110,6655,2011,11000
101,5110,6655,2012,11000
101,5110,6655,2013,11000
101,5110,6655,2014,11000
102,5110,6655,1990,45000
102,5110,6655,1991,45000
102,5110,6655,1992,45500
102,5110,6655,1993,45500
102,5110,6655,1994,45500
102,5110,6655,1995,45500
102,5110,6655,1996,46000
102,5110,6655,1997,46000
102,5110,6655,1998,46600
102,5110,6655,1999,46000
102,5110,6655,2000,46600
102,5110,6655,2001,46600
102,5110,6655,2002,46600
102,5110,6655,2003,46600
102,5110,6655,2004,46600
102,5110,6655,2005,29524
102,5110,6655,2006,29524
102,5110,6655,2007,29524
102,5110,6655,2008,29503
102,5110,6655,2009,29477
102,5110,6655,2010,29477
102,5110,6655,2011,29477
102,5110,6655,2012,29477
102,5110,6655,2013,29477
102,5110,6655,2014,29477
103,5110,6655,1990,4000
103,5110,6655,1991,4000
103,5110,6655,1992,4000
103,5110,6655,1993,4000
103,5110,6655,1994,4000
103,5110,6655,1995,4000
103,5110,6655,1996,4000
103,5110,6655,1997,4000
103,5110,6655,1998,4000
103,5110,6655,1999,4000
103,5110,6655,2000,4000
103,5110,6655,2001,4000
103,5110,6655,2002,4000
103,5110,6655,2003,4000
103,5110,6655,2004,4000
103,5110,6655,2005,4000
103,5110,6655,2006,4000
103,5110,6655,2007,4000
103,5110,6655,2008,4000
103,5110,6655,2009,4000
103,5110,6655,2010,4000
103,5110,6655,2011,4000
103,5110,6655,2012,4000
103,5110,6655,2013,4000
103,5110,6655,2014,4000
104,5110,6655,1990,4605
104,5110,6655,1991,3410
104,5110,6655,1992,3407
104,5110,6655,1993,3378
104,5110,6655,1994,3373
104,5110,6655,1995,3356
104,5110,6655,1996,3279
104,5110,6655,1997,3393
104,5110,6655,1998,3328
104,5110,6655,1999,3339
104,5110,6655,2000,3333
104,5110,6655,2001,3220
104,5110,6655,2002,3194
104,5110,6655,2003,3186
104,5110,6655,2004,3098
104,5110,6655,2005,3115
104,5110,6655,2006,3104
104,5110,6655,2007,3213
104,5110,6655,2008,3096.4
104,5110,6655,2009,3097
104,5110,6655,2010,3555
104,5110,6655,2011,3492
